b;a
4.598677354709418e-12;-10.042607446642071
4.55877755511022e-12;-1.834290035685087
4.5188777555110215e-12;-1.7347563994887432
4.4789779559118235e-12;-35.14735628532092
4.439078156312625e-12;-29.490365206093287
4.399178356713427e-12;14.024732084965708
4.359278557114228e-12;16.088799346977837
4.31937875751503e-12;-77.16614411142046
4.279478957915832e-12;-40.62384626183896
4.239579158316633e-12;2.834815787853578
4.199679358717435e-12;-20.084134638268583
4.159779559118236e-12;64.8212652803203
4.119879759519038e-12;41.583773298998665
4.079979959919839e-12;-12.69047838289224
4.040080160320641e-12;-16.66154539852764
4.000180360721442e-12;-72.2485776798218
3.960280561122244e-12;-55.016924946310894
3.9203807615230455e-12;64.2999578504179
3.8804809619238475e-12;16.710788212600203
3.8405811623246495e-12;-88.4782179585106
3.800681362725451e-12;17.279697875748457
3.760781563126253e-12;59.3636250557326
3.720881763527054e-12;-44.219381613489205
3.680981963927856e-12;7.875158515636728
3.641082164328657e-12;64.11997594202292
3.6011823647294585e-12;62.354446742592074
3.5612825651302605e-12;79.71374613257628
3.521382765531062e-12;-69.19104833566288
3.4814829659318636e-12;69.45744140888627
3.4415831663326652e-12;-56.70376195757269
3.4016833667334668e-12;69.80918959780634
3.3617835671342684e-12;78.13677791841586
3.32188376753507e-12;-84.57168810216795
3.2819839679358715e-12;-71.93059763487263
3.242084168336673e-12;-76.9322208862276
3.2021843687374746e-12;58.905318931739586
3.1622845691382762e-12;28.94329688109492
3.1223847695390778e-12;-88.69646341127253
3.0824849699398798e-12;79.06878003570739
3.0425851703406813e-12;24.55155141356299
3.002685370741483e-12;49.863122819308714
2.9627855711422845e-12;-67.30776684836206
2.922885771543086e-12;64.31353506096369
2.8829859719438876e-12;-76.27326073701093
2.8430861723446892e-12;80.50079674945613
2.8031863727454908e-12;50.58104651994118
2.7632865731462924e-12;10.486778217653505
2.723386773547094e-12;-70.9508701360275
2.6834869739478955e-12;86.6759165744657
2.643587174348697e-12;-88.02654751481087
2.6036873747494987e-12;-80.24939401165896
2.5637875751503006e-12;-9.001490384008937
2.5238877755511022e-12;4.99478231836515
2.4839879759519038e-12;-41.04601814979402
2.4440881763527054e-12;-64.17027871865588
2.404188376753507e-12;-82.32345360053385
2.3642885771543085e-12;8.423041587856469
2.32438877755511e-12;-80.49935205429769
2.2844889779559116e-12;18.325229353517575
2.2445891783567132e-12;-4.305802869460535
2.2046893787575148e-12;82.55444799928598
2.1647895791583164e-12;-19.524331932875423
2.124889779559118e-12;17.86423570090292
2.0849899799599195e-12;11.313427876458023
2.0450901803607215e-12;73.44250717539194
2.005190380761523e-12;-23.211316287858004
1.9652905811623246e-12;-26.069433685759492
1.9253907815631262e-12;-6.349546097840692
1.8854909819639278e-12;85.08664176326458
1.8455911823647294e-12;54.98527910699737
1.805691382765531e-12;-48.960574306974465
1.7657915831663325e-12;-25.29433698752457
1.725891783567134e-12;55.02966115099135
1.6859919839679359e-12;4.214096268510594
1.6460921843687374e-12;58.32400049412021
1.606192384769539e-12;-41.40547008585644
1.5662925851703406e-12;-52.45560109619065
1.5263927855711422e-12;50.51791002997569
1.4864929859719437e-12;62.26079916479839
1.4465931863727455e-12;-4.620823335278629
1.406693386773547e-12;5.697319307101987
1.3667935871743487e-12;65.48603883538493
1.3268937875751502e-12;-73.69067820542983
1.2869939879759518e-12;-46.24255905471813
1.2470941883767534e-12;15.50803468784884
1.207194388777555e-12;13.52393663473034
1.1672945891783567e-12;68.69321146435158
1.1273947895791583e-12;54.31083620287855
1.0874949899799599e-12;7.631233170197997
1.0475951903807614e-12;-30.690309579300987
1.007695390781563e-12;-85.58816426108268
9.677955911823646e-13;-88.23072512663633
9.278957915831664e-13;-56.97049493037162
8.879959919839678e-13;-29.809310450446638
8.480961923847695e-13;74.6322191106426
8.081963927855711e-13;28.58383334355244
7.682965931863727e-13;-65.83934967833379
7.283967935871743e-13;67.09523470558594
6.884969939879759e-13;77.79897918952283
6.485971943887775e-13;-81.07547074757339
6.086973947895792e-13;36.80751988408949
5.687975951903807e-13;-6.380061483111618
5.288977955911823e-13;52.75598613029204
4.88997995991984e-13;-63.46119838831167
4.4909819639278555e-13;-3.6388552970657253
4.0919839679358713e-13;69.71924852904598
3.6929859719438875e-13;12.136308526354144
3.293987975951904e-13;29.786856449023137
2.8949899799599195e-13;17.964241154761353
2.4959919839679357e-13;-32.81221970619027
2.0969939879759517e-13;72.12068812946897
1.6979959919839677e-13;78.72151621538114
1.298997995991984e-13;85.45303407337536
9.0e-14;79.41750699628494
